position,target,probe_id,pair_index,pair_id,sentence_id,doc_id,source_words,rewrite_words,source_token_len,rewrite_token_len,target_token_id,source_type_count,seq_len,source_mass,target_prob,source_to_target_mass_ratio,target_rank,top10_ids,top10_probs,top1_in_source,top10_source_hits,arm,arch,role,seed,checkpoint
62,1163,"misfire:961:17:""the cold war era"" chronology on august 2, 1964, the maddox was conducting a ""de",961,"""the cold war era"" chronology on august 2, 1964, the maddox was conducting a ""de",44519,5802,21,12,44,27,1163,41,73,0.8730360269546509,0.000596622412558645,1463.2974031441297,32,306 10134 154 335 5341 577 349 3900 355 784,0.75692761 0.10462155 0.010177252 0.0041835052 0.0036862711 0.0033819594 0.0018581284 0.0016824423 0.0015512279 0.0013617857,1,3,D_C_43122,D,C,43122,chck_100M
28,5480,misfire:962:0:a film is a bit different in that you may not always have the option to use ‘slo,962,a film is a bit different in that you may not always have the option to use ‘slo,36606,6020,21,11,27,16,5480,26,45,0.06346023827791214,0.00010426260269014165,608.6577223331918,759,308 263 287 359 4687 367 1115 255 421 298,0.074236251 0.062400378 0.028748844 0.019660333 0.016283296 0.014279551 0.013546606 0.013451085 0.012928653 0.012810926,0,1,D_C_43122,D,C,43122,chck_100M
40,266,misfire:962:12:a film is a bit different in that you may not always have the option to use ‘slo,962,a film is a bit different in that you may not always have the option to use ‘slo,36606,6020,21,11,27,16,266,26,45,0.9055395126342773,0.0004686321772169322,1932.3033215772944,17,2531 577 3734 1920 306 1342 553 4357 194 2233,0.90503079 0.010267673 0.0095382771 0.0083426638 0.0063338005 0.0035370807 0.0012968016 0.0010763106 0.00090027077 0.0007329564,1,1,D_C_43122,D,C,43122,chck_100M
39,9989,misfire:963:6:mayoclinic.com recommends that you keep a headache journal to cope with headache,963,mayoclinic.com recommends that you keep a headache journal to cope with headache,24789,6489,21,13,32,22,9989,31,56,0.01851617358624935,0.0011841118102893233,15.637183436017878,88,262 11300 5519 10129 331 276 5714 7339 1569 3348,0.22046503 0.20952466 0.034346316 0.020090472 0.014437678 0.012143943 0.0111648 0.01087527 0.010231907 0.0098004453,0,0,D_C_43122,D,C,43122,chck_100M
40,4742,misfire:963:7:mayoclinic.com recommends that you keep a headache journal to cope with headache,963,mayoclinic.com recommends that you keep a headache journal to cope with headache,24789,6489,21,13,32,22,4742,31,56,0.7596645355224609,0.011187451891601086,67.90326723932326,5,253 227 213 2172 4742 310 302 247 262 487,0.70696664 0.023358185 0.013413604 0.013087442 0.011187452 0.010365666 0.0074558621 0.0067074741 0.0066655143 0.0066095479,1,4,D_C_43122,D,C,43122,chck_100M
53,579,misfire:965:22:since the mid-19th century national postal systems have generally been establish,965,since the mid-19th century national postal systems have generally been establish,42763,7126,21,14,30,25,579,29,57,0.441349059343338,0.002720317803323269,162.24172734676998,22,250 1137 213 231 315 223 276 1302 228 419,0.43264347 0.039170656 0.037993498 0.013984454 0.011440084 0.0094556157 0.0091535253 0.005439702 0.0050475374 0.0046586064,1,1,D_C_43122,D,C,43122,chck_100M
54,219,misfire:965:23:since the mid-19th century national postal systems have generally been establish,965,since the mid-19th century national postal systems have generally been establish,42763,7126,21,14,30,25,219,29,57,0.030461138114333153,0.0035031246952712536,8.695419308211205,41,378 9722 3884 212 665 214 641 341 691 2482,0.047768243 0.024745775 0.024715681 0.023660306 0.023447784 0.016208537 0.013850312 0.013608061 0.013220982 0.01152904,0,1,D_C_43122,D,C,43122,chck_100M
26,444,misfire:966:1:fire worm is a very active species wich may turn around the aquarium for some mi,966,fire worm is a very active species wich may turn around the aquarium for some mi,60456,7128,21,12,24,16,444,22,42,0.23810699582099915,0.00028015256975777447,849.9190138675909,309,194 1845 3690 2098 2407 3754 5652 240 204 435,0.22843429 0.040798519 0.035267759 0.030273581 0.030118279 0.026906731 0.012858936 0.010935459 0.0097175576 0.0093107503,1,1,D_C_43122,D,C,43122,chck_100M
31,3735,misfire:966:6:fire worm is a very active species wich may turn around the aquarium for some mi,966,fire worm is a very active species wich may turn around the aquarium for some mi,60456,7128,21,12,24,16,3735,22,42,0.3421097695827484,0.1937597543001175,1.7656389523123015,2,838 3735 3085 7684 9391 370 8132 2477 575 9820,0.3392272 0.19375975 0.036951181 0.016063901 0.013105323 0.011604108 0.0096542416 0.0084264344 0.0074385223 0.00724816,1,1,D_C_43122,D,C,43122,chck_100M
34,1918,"misfire:967:8:in fact as the city grows so does the development of urban agriculture, it there",967,"in fact as the city grows so does the development of urban agriculture, it there",58688,7219,21,12,25,18,1918,23,45,0.06491683423519135,0.004046885762363672,16.041182787743246,29,276 331 223 1063 5820 631 310 3808 3231 4268,0.043753184 0.023252083 0.018685255 0.018591521 0.010938754 0.010059787 0.010009431 0.0099746212 0.0090933442 0.0085093016,1,2,D_C_43122,D,C,43122,chck_100M
37,3030,"misfire:967:11:in fact as the city grows so does the development of urban agriculture, it there",967,"in fact as the city grows so does the development of urban agriculture, it there",58688,7219,21,12,25,18,3030,23,45,0.20062842965126038,0.00035294226836413145,568.4454587464472,231,310 629 296 4303 527 516 223 352 302 381,0.11216595 0.071043506 0.057259157 0.049680248 0.044337139 0.024209473 0.022150742 0.018778233 0.018575115 0.018307149,1,3,D_C_43122,D,C,43122,chck_100M
34,5202,misfire:968:10:a recent study found that elementary age children are most likely to catch the v,968,a recent study found that elementary age children are most likely to catch the v,30336,7476,21,14,23,16,5202,23,41,0.5664064884185791,0.00017055385978892446,3320.983114187843,327,419 2466 1252 231 810 2728 1908 6231 1344 3222,0.48249456 0.069768019 0.035320818 0.020118171 0.015676476 0.012712475 0.0091876043 0.0091672642 0.0090056481 0.0083049452,1,3,D_C_43122,D,C,43122,chck_100M
31,4267,"misfire:969:5:reports say shops in the city are running out of household bleach, and parents a",969,"reports say shops in the city are running out of household bleach, and parents a",9652,7617,21,14,25,18,4267,22,45,0.48747923970222473,0.0002918688114732504,1670.1998313612276,209,331 328 508 3712 2768 424 5780 948 1340 231,0.45483607 0.085226916 0.026188837 0.02388153 0.015356472 0.01397664 0.011569519 0.010924168 0.0086900331 0.0086486777,1,2,D_C_43122,D,C,43122,chck_100M
38,1004,"misfire:969:12:reports say shops in the city are running out of household bleach, and parents a",969,"reports say shops in the city are running out of household bleach, and parents a",9652,7617,21,14,25,18,1004,22,45,0.023045675829052925,0.31565773487091064,0.07300843059802585,2,672 1004 436 1320 328 3670 259 2200 511 1457,0.32969877 0.31565773 0.05291177 0.020700818 0.016974457 0.013039279 0.012654021 0.011985341 0.0096165603 0.0095750866,0,1,D_C_43122,D,C,43122,chck_100M
30,7705,misfire:970:2:tigers are mostly nocturnal and do most of their hunting during the evening hour,970,tigers are mostly nocturnal and do most of their hunting during the evening hour,15639,8097,21,12,27,16,7705,26,45,0.8780739307403564,3.0354376576724462e-06,289274.2430472638,985,331 2768 262 447 424 5426 296 1542 2683 631,0.87582088 0.050213527 0.01344488 0.0043184524 0.0032167179 0.0022546137 0.0018345477 0.0017681582 0.001693083 0.0015917105,1,2,D_C_43122,D,C,43122,chck_100M
36,212,misfire:970:8:tigers are mostly nocturnal and do most of their hunting during the evening hour,970,tigers are mostly nocturnal and do most of their hunting during the evening hour,15639,8097,21,12,27,16,212,26,45,0.060503292828798294,0.0031877709552645683,18.979811811409405,51,454 690 276 370 450 500 262 903 4900 1286,0.16841258 0.096810967 0.077769838 0.040992733 0.024500042 0.023198452 0.015071276 0.013092953 0.012429576 0.011151554,0,1,D_C_43122,D,C,43122,chck_100M
28,5808,"misfire:972:0:in addition to food, water is essential for your dog since it accounts for 60 to",972,"in addition to food, water is essential for your dog since it accounts for 60 to",17332,8399,21,17,27,22,5808,23,51,0.6711429953575134,0.0014911408070474863,450.08693490616844,20,938 421 750 247 8214 4091 1466 6239 4444 1269,0.65514976 0.13511761 0.026591271 0.012663459 0.011953594 0.008028754 0.0036801142 0.0034543248 0.0031500568 0.0030747112,1,3,D_C_43122,D,C,43122,chck_100M
27,11389,"misfire:973:2:this book is suited to students, researchers and anyone with an interest in the ",973,"this book is suited to students, researchers and anyone with an interest in the ",59743,9051,21,15,24,19,11389,24,45,0.04996839538216591,0.0009091034880839288,54.96447438286894,63,5072 11300 3348 10129 262 7503 1122 5113 7207 11287,0.25127882 0.1890444 0.078500077 0.078010291 0.043882333 0.04376268 0.037970804 0.030427119 0.017952889 0.015476921,0,1,D_C_43122,D,C,43122,chck_100M
38,249,"misfire:973:13:this book is suited to students, researchers and anyone with an interest in the ",973,"this book is suited to students, researchers and anyone with an interest in the ",59743,9051,21,15,24,19,249,24,45,0.9823793768882751,0.000570607662666589,1721.6371969093025,12,195 253 325 305 223 862 231 262 228 388,0.97441542 0.0041830302 0.0031797453 0.0024527551 0.0018853046 0.0012635289 0.00095713313 0.00095297885 0.00087265804 0.00084456301,1,6,D_C_43122,D,C,43122,chck_100M
35,1489,misfire:975:7:water discharging from the flow meter on test is collected in a volumetric tank ,975,water discharging from the flow meter on test is collected in a volumetric tank ,11086,9631,21,15,27,17,1489,25,46,0.034338660538196564,0.03237053006887436,1.060800069233795,5,2381 2853 11158 6821 1489 9038 6793 6827 7591 8992,0.056482244 0.048183907 0.045513138 0.034041055 0.03237053 0.030594101 0.027152658 0.026988178 0.023798255 0.022761898,0,1,D_C_43122,D,C,43122,chck_100M
42,11075,misfire:975:14:water discharging from the flow meter on test is collected in a volumetric tank ,975,water discharging from the flow meter on test is collected in a volumetric tank ,11086,9631,21,15,27,17,11075,25,46,0.8100217580795288,3.203806409146637e-05,25283.105613590604,343,5790 6807 2851 7879 1969 8772 4464 3636 4101 10867,0.80984271 0.091580756 0.013613977 0.0079602217 0.007271973 0.0035313165 0.0024160249 0.0017329074 0.0013320296 0.0011659326,1,1,D_C_43122,D,C,43122,chck_100M
25,3348,misfire:976:1:this is just a quick look at the effect of under and over exposure on your photo,976,this is just a quick look at the effect of under and over exposure on your photo,28169,10071,22,13,23,14,3348,22,39,0.43165257573127747,0.0013676272938027978,315.6214984062162,69,262 265 5426 15505 4276 1489 4424 10984 4378 4939,0.42518502 0.030306106 0.024288276 0.021111298 0.014895443 0.014744347 0.014289469 0.012499957 0.011718157 0.011708328,1,1,D_C_43122,D,C,43122,chck_100M
32,9242,misfire:976:8:this is just a quick look at the effect of under and over exposure on your photo,976,this is just a quick look at the effect of under and over exposure on your photo,28169,10071,22,13,23,14,9242,22,39,0.13171246647834778,0.01294987928122282,10.170941644940998,7,10298 7946 227 5558 2920 16359 9242 415 10502 3836,0.12742183 0.036506165 0.028876934 0.022021485 0.018301163 0.013238575 0.012949879 0.012712057 0.01153413 0.011527235,1,1,D_C_43122,D,C,43122,chck_100M
51,4915,"misfire:977:18:most of the infections are asymptomatic latent tb infections, which have a ten p",977,"most of the infections are asymptomatic latent tb infections, which have a ten p",3079,11342,22,16,32,24,4915,28,58,0.9745775461196899,0.00025294863735325634,3852.8673501357516,15,305 192 195 862 1027 454 1653 1746 6237 492,0.95847112 0.0095763598 0.0063142129 0.0026125265 0.0016744951 0.00063514785 0.00057075778 0.00056400354 0.00037563394 0.00037192943,1,3,D_C_43122,D,C,43122,chck_100M
29,2011,misfire:978:3:any community organization involved with children from birth to six years is wel,978,any community organization involved with children from birth to six years is wel,47000,1179,22,18,25,22,2011,23,49,0.812019944190979,0.007273402996361256,111.6423694104695,4,4108 7413 2346 2011 16295 4430 10341 14742 7840 8340,0.81150889 0.031760648 0.011688112 0.007273403 0.0053107748 0.0034026545 0.0032457148 0.0028449879 0.002839637 0.00252485,1,1,D_C_43122,D,C,43122,chck_100M
45,249,misfire:978:19:any community organization involved with children from birth to six years is wel,978,any community organization involved with children from birth to six years is wel,47000,1179,22,18,25,22,249,23,49,0.12909525632858276,0.001897369627840817,68.03906546954246,71,8807 195 3784 7432 8809 3928 223 6092 11118 5733,0.068157956 0.043202735 0.035340965 0.033566646 0.026939299 0.018808331 0.017609954 0.015953762 0.014460661 0.013744002,1,2,D_C_43122,D,C,43122,chck_100M
38,876,misfire:979:8:the caa requires that state sips delineate areas in the state where the air does,979,the caa requires that state sips delineate areas in the state where the air does,56011,12574,22,12,29,17,876,26,48,0.052585966885089874,0.00018542671750765294,283.59433630657645,458,889 7719 441 5415 6122 2716 2473 12456 2839 3247,0.065597504 0.051778648 0.045053776 0.038372494 0.031032616 0.026687345 0.015820282 0.015486852 0.015049761 0.015033077,0,1,D_C_43122,D,C,43122,chck_100M
42,12756,misfire:979:12:the caa requires that state sips delineate areas in the state where the air does,979,the caa requires that state sips delineate areas in the state where the air does,56011,12574,22,12,29,17,12756,26,48,0.07295878976583481,0.0006244300166144967,116.84061916401635,193,262 11300 412 8403 7180 14528 9006 5492 542 5072,0.070452943 0.068533704 0.057714354 0.034079149 0.031655516 0.029326584 0.021080766 0.015688127 0.013987568 0.011408675,0,1,D_C_43122,D,C,43122,chck_100M
46,249,"misfire:980:11:during 1960s, this city had a municipal corporation as well as divisional counci",980,"during 1960s, this city had a municipal corporation as well as divisional counci",30694,12601,22,15,34,28,249,29,64,0.08996220678091049,0.023570425808429718,3.816740839223042,9,265 542 262 1514 16 1969 5634 4709 249 5072,0.16939466 0.078336 0.055382978 0.051126052 0.038178645 0.031724945 0.031459332 0.028838851 0.023570426 0.022376917,0,1,D_C_43122,D,C,43122,chck_100M
50,2429,"misfire:980:15:during 1960s, this city had a municipal corporation as well as divisional counci",980,"during 1960s, this city had a municipal corporation as well as divisional counci",30694,12601,22,15,34,28,2429,29,64,0.720088005065918,0.0011478472733870149,627.3378190298048,35,4356 2863 4709 721 257 228 5634 1196 16 231,0.698623 0.01766799 0.015857736 0.014160337 0.010390537 0.009799079 0.0078535788 0.0066202162 0.0055543655 0.0048056608,1,3,D_C_43122,D,C,43122,chck_100M
43,592,misfire:981:11:two state senators this week urged epa officials to suspend efforts to enforce t,981,two state senators this week urged epa officials to suspend efforts to enforce t,48591,13102,22,16,31,26,592,30,59,0.7169760465621948,0.0008020458044484258,893.9340404071633,53,6113 8431 4882 419 5847 4896 213 223 6936 722,0.7100814 0.023885274 0.011302442 0.00852561 0.0054960549 0.0046966872 0.0044037425 0.0036452538 0.0035052772 0.0031911973,1,2,D_C_43122,D,C,43122,chck_100M
45,6860,misfire:981:13:two state senators this week urged epa officials to suspend efforts to enforce t,981,two state senators this week urged epa officials to suspend efforts to enforce t,48591,13102,22,16,31,26,6860,30,59,0.04908661171793938,0.0002817712666001171,174.20730051798327,398,629 1320 12298 302 1487 2044 10060 12456 8043 13187,0.065048575 0.054340944 0.031551275 0.02126845 0.020503726 0.017796777 0.015616364 0.013876228 0.013411619 0.012821729,0,1,D_C_43122,D,C,43122,chck_100M
39,9655,"misfire:983:7:when it began, the young nation was still defining itself; by the end-a military",983,"when it began, the young nation was still defining itself; by the end-a military",50162,13756,22,17,31,22,9655,28,55,0.010770984925329685,0.002780443523079157,3.8738369745419368,59,7307 3854 1969 2863 8141 11990 8772 3108 10249 5088,0.078608692 0.043972265 0.038646657 0.024613688 0.022389997 0.017997956 0.016685518 0.015739335 0.015203178 0.014542407,0,0,D_C_43122,D,C,43122,chck_100M
49,2863,"misfire:983:17:when it began, the young nation was still defining itself; by the end-a military",983,"when it began, the young nation was still defining itself; by the end-a military",50162,13756,22,17,31,22,2863,28,55,0.8064023852348328,3.974824721808545e-05,20287.747049835187,819,7105 228 1239 1365 5336 1808 83 13326 6174 4587,0.79606098 0.0095263207 0.0045348951 0.0034733275 0.0026868635 0.0025165537 0.0022434935 0.0018312728 0.00163024 0.0015828662,1,2,D_C_43122,D,C,43122,chck_100M
29,5162,misfire:984:3:now this microbe is being held responsible for the methane gas found on mars ind,984,now this microbe is being held responsible for the methane gas found on mars ind,3100,14932,22,9,25,13,5162,22,40,0.33815836906433105,0.0028270562179386616,119.61501399179747,34,262 250 228 542 388 231 1122 276 7503 302,0.20956691 0.09912163 0.093944348 0.078614362 0.044897377 0.040627949 0.035518341 0.022164661 0.015580992 0.015464368,1,3,D_C_43122,D,C,43122,chck_100M
36,9534,misfire:984:10:now this microbe is being held responsible for the methane gas found on mars ind,984,now this microbe is being held responsible for the methane gas found on mars ind,3100,14932,22,9,25,13,9534,22,40,0.534426212310791,0.00020473424228839576,2610.3411248518933,130,250 262 231 552 962 388 497 368 4378 419,0.33711675 0.18646246 0.091851264 0.050286155 0.032211296 0.03017634 0.020736849 0.019942453 0.015486486 0.013637573,1,2,D_C_43122,D,C,43122,chck_100M
41,214,"misfire:985:12:however, the study found significant barriers to social media for some women, pa",985,"however, the study found significant barriers to social media for some women, pa",5126,15066,22,11,28,20,214,24,50,0.17846383154392242,0.00028795082471333444,619.7719062676402,500,16 223 935 243 232 17 1008 422 9837 89,0.12404723 0.043306258 0.033204027 0.017017962 0.014543581 0.013480169 0.011440983 0.0092535121 0.0064737238 0.0063563683,1,2,D_C_43122,D,C,43122,chck_100M
46,14643,"misfire:985:17:however, the study found significant barriers to social media for some women, pa",985,"however, the study found significant barriers to social media for some women, pa",5126,15066,22,11,28,20,14643,24,50,0.6527417302131653,5.661982868332416e-06,115285.00622351984,1457,4088 554 454 522 5306 2105 9443 1119 6237 794,0.60454708 0.13528201 0.043055288 0.030916356 0.025952578 0.018295163 0.0091004604 0.0058575654 0.0041172188 0.003875168,1,2,D_C_43122,D,C,43122,chck_100M
49,5925,misfire:986:15:“the authors are to be congratulated on their approach and observational techniq,986,“the authors are to be congratulated on their approach and observational techniq,56457,15110,22,14,33,22,5925,32,57,0.008613797836005688,2.4915552785387263e-05,345.7197161227584,1896,2692 886 15252 2120 11684 3866 1220 8570 4346 7944,0.04563785 0.019730655 0.018514743 0.017845333 0.017787768 0.015515047 0.014155486 0.013878224 0.012656928 0.012127046,0,0,D_C_43122,D,C,43122,chck_100M
50,1799,misfire:986:16:“the authors are to be congratulated on their approach and observational techniq,986,“the authors are to be congratulated on their approach and observational techniq,56457,15110,22,14,33,22,1799,32,57,0.10432930290699005,0.003670939477160573,28.420327699787492,40,250 212 214 641 2169 1127 1504 785 441 213,0.084534906 0.065030314 0.037785478 0.028085351 0.026097836 0.024943301 0.022817796 0.02234607 0.015729234 0.014839076,1,2,D_C_43122,D,C,43122,chck_100M
48,2429,"misfire:987:6:jamestown church, jamestown, virginia (1639) the jamestown church in virginia wa",987,"jamestown church, jamestown, virginia (1639) the jamestown church in virginia wa",48796,15227,22,12,41,20,2429,28,63,0.08176801353693008,3.2346471812161326e-07,252788.04443267814,2002,195 308 192 228 325 424 231 2328 862 253,0.88842994 0.080192901 0.0092922058 0.0026499305 0.0011262334 0.0010984469 0.00095623848 0.00081906468 0.00081190595 0.00059674267,0,2,D_C_43122,D,C,43122,chck_100M
36,7195,"misfire:988:6:in advanced forms of ibd, your physician may consider surgical treatment, althou",988,"in advanced forms of ibd, your physician may consider surgical treatment, althou",29236,16037,22,13,29,18,7195,27,49,0.051305510103702545,0.001464453642256558,35.03389156426047,33,227 268 239 216 13343 2198 2501 247 431 6033,0.52678865 0.12331871 0.059837431 0.033043165 0.014829672 0.010195842 0.0084072193 0.007711838 0.0067245695 0.005736805,0,2,D_C_43122,D,C,43122,chck_100M
41,1172,"misfire:988:11:in advanced forms of ibd, your physician may consider surgical treatment, althou",988,"in advanced forms of ibd, your physician may consider surgical treatment, althou",29236,16037,22,13,29,18,1172,27,49,0.3741294741630554,0.05751153081655502,6.505295005212417,4,3868 389 875 1172 481 310 195 8647 718 223,0.32657444 0.098024204 0.094378792 0.057511531 0.056965612 0.05459496 0.044624429 0.020146038 0.018600775 0.016405048,1,2,D_C_43122,D,C,43122,chck_100M
31,1324,"misfire:989:3:the government was stable (the oldest democracy in central america), the economy",989,"the government was stable (the oldest democracy in central america), the economy",26893,16092,22,14,27,16,1324,26,45,0.13137897849082947,0.006330098956823349,20.75464844814365,23,4514 862 195 6957 9126 6966 223 3487 11474 3109,0.045355149 0.038833626 0.032940511 0.031726621 0.026450628 0.026242211 0.025194613 0.017628206 0.013326195 0.012564863,0,4,D_C_43122,D,C,43122,chck_100M
29,249,misfire:990:5:the research team believes that the result of the study is significant enough to,990,the research team believes that the result of the study is significant enough to,15694,16289,22,16,23,18,249,22,43,0.3777438998222351,0.012717594392597675,29.70246480278553,7,253 3539 325 195 223 2276 249 684 520 5084,0.24410784 0.058377072 0.046305437 0.041455474 0.017581683 0.016890563 0.012717594 0.0082676634 0.0069157681 0.0064845784,1,4,D_C_43122,D,C,43122,chck_100M
40,2769,misfire:990:16:the research team believes that the result of the study is significant enough to,990,the research team believes that the result of the study is significant enough to,15694,16289,22,16,23,18,2769,22,43,0.20635154843330383,0.006644885055720806,31.054193820199917,20,3636 1045 5246 7352 12112 5465 8542 5450 7354 2683,0.19433902 0.02511524 0.023904823 0.015804751 0.015432612 0.014832598 0.013659989 0.013624106 0.012413197 0.011961598,1,1,D_C_43122,D,C,43122,chck_100M
26,2673,misfire:991:0:state agencies use the information to evaluate lake water quality conditions and,991,state agencies use the information to evaluate lake water quality conditions and,27584,16479,22,15,25,19,2673,23,46,0.04239211231470108,0.00028452626429498196,148.99191264378726,505,11403 3327 308 2328 5956 9639 5120 216 16187 9083,0.041757714 0.041265909 0.022110684 0.02066656 0.013668818 0.012493562 0.012087876 0.011748564 0.011254338 0.010400474,0,1,D_C_43122,D,C,43122,chck_100M
29,4210,misfire:991:3:state agencies use the information to evaluate lake water quality conditions and,991,state agencies use the information to evaluate lake water quality conditions and,27584,16479,22,15,25,19,4210,23,46,0.7732506990432739,0.0656648725271225,11.775713091103423,2,2965 4210 6752 3577 6300 9117 742 450 5913 7946,0.77229381 0.065664873 0.014245625 0.012678287 0.01043791 0.0045574675 0.0045064338 0.0035210056 0.002914852 0.0023754532,1,1,D_C_43122,D,C,43122,chck_100M
34,1185,"misfire:992:6:an mri is an effective way to screen patient's for alzheimer's disease, accordin",992,"an mri is an effective way to screen patient's for alzheimer's disease, accordin",11263,1784,22,12,27,17,1185,25,46,0.2503400444984436,0.00023148908803705126,1081.4334559837876,324,412 1027 305 228 765 262 302 231 213 1767,0.21355683 0.086718351 0.053434186 0.036502462 0.02365675 0.021801934 0.021584896 0.015701093 0.01490746 0.011686134,0,5,D_C_43122,D,C,43122,chck_100M
43,10534,"misfire:992:15:an mri is an effective way to screen patient's for alzheimer's disease, accordin",992,"an mri is an effective way to screen patient's for alzheimer's disease, accordin",11263,1784,22,12,27,17,10534,25,46,0.008930563926696777,0.00056319625582546,15.856930571400046,217,9382 1177 1348 464 9952 381 541 6120 1576 231,0.11070845 0.091279231 0.066407494 0.029769596 0.027754214 0.025961056 0.019077541 0.016710881 0.011331362 0.0082473587,0,0,D_C_43122,D,C,43122,chck_100M
40,6663,"misfire:993:10:that would cover basic food needs in the undernourished country, if the relative",993,"that would cover basic food needs in the undernourished country, if the relative",51245,1815,22,16,29,22,6663,27,53,0.03524370118975639,0.0007370986277237535,47.81409144471352,150,262 4424 4077 8403 5162 7339 7229 542 470 6778,0.22280551 0.028939772 0.02540403 0.023524055 0.023046387 0.021100685 0.020554552 0.0200228 0.017261459 0.016747059,0,1,D_C_43122,D,C,43122,chck_100M
32,605,"misfire:994:3:people with good reading skills may benefit from the technology as well, hahn sa",994,"people with good reading skills may benefit from the technology as well, hahn sa",55925,1890,22,14,28,18,605,25,48,0.04866500943899155,0.024176612496376038,2.012896117943993,2,253 605 823 4397 3284 16 342 684 602 195,0.63136828 0.024176612 0.021963378 0.018957829 0.01329227 0.012793373 0.011193175 0.0087538511 0.0060466984 0.0059041521,0,5,D_C_43122,D,C,43122,chck_100M
38,4586,misfire:995:6:perhaps the most important example of helping the body's natural defenses is the,995,perhaps the most important example of helping the body's natural defenses is the,25980,2410,22,13,31,24,4586,26,57,0.9869704842567444,0.0006030413787811995,1636.6546624901594,5,663 901 1600 2204 4586 1655 2987 2897 3163 3731,0.98687929 0.0046992442 0.0020231348 0.00071707997 0.00060304138 0.00029798018 0.00019482116 0.00019207604 0.00018970328 0.00018134736,1,1,D_C_43122,D,C,43122,chck_100M
48,5666,misfire:995:16:perhaps the most important example of helping the body's natural defenses is the,995,perhaps the most important example of helping the body's natural defenses is the,25980,2410,22,13,31,24,5666,26,57,0.13573415577411652,0.003942571114748716,34.427826873268124,27,5072 262 542 11300 7503 7207 5162 11287 8403 5113,0.1536193 0.13541195 0.13239869 0.067391187 0.057575937 0.02895743 0.021197855 0.019013127 0.017582307 0.014815391,0,1,D_C_43122,D,C,43122,chck_100M
36,352,"misfire:996:8:seniors are most likely to develop a chronic illness, which means nearly 50 perc",996,"seniors are most likely to develop a chronic illness, which means nearly 50 perc",28564,3458,22,16,27,21,352,24,50,0.28621843457221985,0.005656963214278221,50.59577439885099,26,1550 520 253 223 4021 684 310 11405 419 195,0.18127911 0.075121947 0.060943205 0.060916301 0.033423275 0.022661822 0.018516319 0.017489785 0.016683571 0.01570553,1,3,D_C_43122,D,C,43122,chck_100M
47,345,"misfire:996:19:seniors are most likely to develop a chronic illness, which means nearly 50 perc",996,"seniors are most likely to develop a chronic illness, which means nearly 50 perc",28564,3458,22,16,27,21,345,24,50,0.06631609797477722,0.00464193569496274,14.286302597155975,34,540 6909 192 15499 8433 6446 247 2170 1332 8933,0.1158919 0.078487158 0.056473441 0.034361172 0.025294935 0.025072107 0.020101249 0.015116198 0.014488221 0.012771521,0,1,D_C_43122,D,C,43122,chck_100M
45,646,"misfire:997:12:combined with its largest tributary, the mississippi and missouri river system i",997,"combined with its largest tributary, the mississippi and missouri river system i",47262,3711,22,17,32,31,646,28,65,0.9744142293930054,4.816358867287818e-09,202313460.48798817,14134,6060 7255 2792 11646 2952 3048 7935 195 8439 6065,0.97291291 0.0016238798 0.0012016661 0.0010277001 0.00076267315 0.00049493759 0.00040126051 0.00038898402 0.00037942483 0.00037032808,1,3,D_C_43122,D,C,43122,chck_100M
51,249,"misfire:997:18:combined with its largest tributary, the mississippi and missouri river system i",997,"combined with its largest tributary, the mississippi and missouri river system i",47262,3711,22,17,32,31,249,28,65,0.8667926788330078,0.06402548402547836,13.538244841508352,3,195 223 249 262 308 16 948 1514 310 862,0.66581464 0.17738006 0.064025484 0.008088869 0.0079188934 0.0068026683 0.0060552498 0.0047339294 0.0045083291 0.0044579771,1,5,D_C_43122,D,C,43122,chck_100M
34,9198,misfire:998:0:the diversity of northeastern aquaculture and the adaptability of bird species t,998,the diversity of northeastern aquaculture and the adaptability of bird species t,11275,3758,22,10,33,19,9198,30,54,0.4853229522705078,0.005745953880250454,84.46342633180926,8,9064 3097 12736 11036 13304 6478 8210 9198 8292 2785,0.48124304 0.023783881 0.020141007 0.013199477 0.00941699 0.0066646477 0.0059885839 0.0057459539 0.0052040531 0.0048231632,1,1,D_C_43122,D,C,43122,chck_100M
45,2992,misfire:998:11:the diversity of northeastern aquaculture and the adaptability of bird species t,998,the diversity of northeastern aquaculture and the adaptability of bird species t,11275,3758,22,10,33,19,2992,30,54,0.10912264883518219,0.015664342790842056,6.966308787559172,11,5072 374 328 223 4430 331 542 424 388 721,0.069482885 0.063500576 0.056645799 0.05485322 0.039950587 0.035412759 0.034375273 0.026326969 0.023128614 0.019864984,0,2,D_C_43122,D,C,43122,chck_100M
38,249,"misfire:999:4:the work of sertürner influenced pelletier and caventou, and in the same year ot",999,"the work of sertürner influenced pelletier and caventou, and in the same year ot",39097,473,22,16,33,28,249,32,63,0.9626275300979614,0.005761575419455767,167.07713776467241,3,308 195 249 4444 862 1518 750 2425 1640 4612,0.91066086 0.051463503 0.0057615754 0.0048586968 0.0044775312 0.0018477621 0.0015968221 0.0013143845 0.00090770627 0.00075128302,1,2,D_C_43122,D,C,43122,chck_100M
