sentence_uid,source,row_example_id,axis_row_index,sentence_words,row_words,char_start,char_end,mode,input_form,add_special_tokens,n_target_tokens,n_masked,target_truncated_right,input_content_len,min_masked_input_edge_distance,mean_masked_input_edge_distance,min_masked_target_edge_distance,mean_masked_target_edge_distance,masked_target_edge_bins,loss,endpoint,endpoint_path,description
r0171_s03,bnc_spoken,920000171,171,23,160,393,514,isolation,no_special,False,27,4,False,27,6,7.0,6,7.0,4-7;8-15;4-7;4-7,2.985321283340454,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0172_s02,bnc_spoken,920000172,172,45,160,144,389,isolation,no_special,False,65,11,False,65,0,18.454545454545453,0,18.454545454545453,2-3;8-15;16+;16+;16+;16+;16+;16+;16+;4-7;0_edge_token,4.6371235847473145,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0174_s06,bnc_spoken,920000174,174,21,160,727,831,isolation,no_special,False,24,3,False,24,1,3.0,1,3.0,1;4-7;2-3,5.660465240478516,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0177_s03,bnc_spoken,920000177,177,45,160,395,613,isolation,no_special,False,56,9,False,56,2,12.222222222222221,2,12.222222222222221,8-15;16+;16+;16+;8-15;8-15;4-7;2-3;2-3,5.053925037384033,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0177_s05,bnc_spoken,920000177,177,9,160,747,794,isolation,no_special,False,11,2,False,11,2,3.0,2,3.0,4-7;2-3,0.6673391461372375,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0179_s06,bnc_spoken,920000179,179,13,160,658,732,isolation,no_special,False,20,4,False,20,2,4.5,2,4.5,2-3;2-3;4-7;4-7,4.619185447692871,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0181_s02,bnc_spoken,920000181,181,17,160,259,349,isolation,no_special,False,20,1,False,20,0,0.0,0,0.0,0_edge_token,5.139804840087891,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0182_s00,bnc_spoken,920000182,182,10,160,0,55,isolation,no_special,False,13,2,False,13,1,2.5,1,2.5,1;4-7,2.2917184829711914,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0191_s04,bnc_spoken,920000191,191,14,160,500,578,isolation,no_special,False,15,1,False,15,0,0.0,0,0.0,0_edge_token,9.131708145141602,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0194_s00,bnc_spoken,920000194,194,45,160,0,208,isolation,no_special,False,52,9,False,52,4,14.666666666666666,4,14.666666666666666,4-7;8-15;8-15;16+;16+;16+;16+;8-15;8-15,0.9216073155403137,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0196_s01,bnc_spoken,920000196,196,45,160,178,378,isolation,no_special,False,48,3,False,48,11,15.666666666666666,11,15.666666666666666,8-15;16+;16+,1.3946113586425781,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0196_s02,bnc_spoken,920000196,196,24,160,379,497,isolation,no_special,False,28,3,False,28,7,8.666666666666666,7,8.666666666666666,4-7;8-15;8-15,8.604889869689941,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0197_s05,bnc_spoken,920000197,197,15,160,524,601,isolation,no_special,False,18,4,False,18,5,5.75,5,5.75,4-7;4-7;4-7;4-7,2.264388084411621,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0199_s03,bnc_spoken,920000199,199,26,160,594,727,isolation,no_special,False,29,4,False,29,3,6.5,3,6.5,4-7;8-15;4-7;2-3,8.29875373840332,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0206_s03,bnc_spoken,920000206,206,12,160,784,849,isolation,no_special,False,15,3,False,15,3,4.0,3,4.0,2-3;4-7;4-7,4.428452014923096,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0207_s00,bnc_spoken,920000207,207,8,160,0,37,isolation,no_special,False,11,1,False,11,0,0.0,0,0.0,0_edge_token,3.7322211265563965,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0210_s00,bnc_spoken,920000210,210,14,160,78,180,isolation,no_special,False,17,1,False,17,0,0.0,0,0.0,0_edge_token,7.436135768890381,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0213_s04,bnc_spoken,920000213,213,25,160,544,666,isolation,no_special,False,32,3,False,32,2,10.333333333333334,2,10.333333333333334,8-15;8-15;2-3,6.911508560180664,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0215_s04,bnc_spoken,920000215,215,14,160,789,869,isolation,no_special,False,18,2,False,18,2,4.5,2,4.5,2-3;4-7,6.5873494148254395,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0216_s02,bnc_spoken,920000216,216,39,160,347,629,isolation,no_special,False,57,8,False,57,1,13.625,1,13.625,2-3;8-15;16+;16+;16+;16+;8-15;1,5.480997562408447,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0220_s07,childes,920000220,220,18,160,790,890,isolation,no_special,False,25,2,False,25,5,7.0,5,7.0,8-15;4-7,0.05806336924433708,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0223_s08,childes,920000223,223,11,160,757,810,isolation,no_special,False,15,4,False,15,3,5.0,3,5.0,4-7;4-7;4-7;2-3,2.6996254920959473,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0235_s02,childes,920000235,235,19,160,388,479,isolation,no_special,False,25,5,False,25,0,5.4,0,5.4,0_edge_token;4-7;8-15;8-15;4-7,2.4727628231048584,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0245_s04,childes,920000245,245,11,160,494,546,isolation,no_special,False,20,5,False,20,0,5.2,0,5.2,4-7;8-15;8-15;4-7;0_edge_token,1.7401437759399414,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0256_s02,childes,920000256,256,10,160,150,198,isolation,no_special,False,14,1,False,14,5,5.0,5,5.0,4-7,0.9857568740844727,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0261_s02,childes,920000261,261,9,160,138,185,isolation,no_special,False,13,3,False,13,0,2.0,0,2.0,1;4-7;0_edge_token,6.330572128295898,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0266_s02,childes,920000266,266,14,160,429,512,isolation,no_special,False,20,3,False,20,5,7.0,5,7.0,8-15;4-7;4-7,6.68934965133667,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0270_s04,childes,920000270,270,9,160,575,622,isolation,no_special,False,14,1,False,14,0,0.0,0,0.0,0_edge_token,0.07543381303548813,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0271_s05,childes,920000271,271,19,160,465,550,isolation,no_special,False,22,3,False,22,1,6.0,1,6.0,8-15;4-7;1,3.6522350311279297,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0278_s07,childes,920000278,278,8,160,842,878,isolation,no_special,False,10,2,False,10,0,1.0,0,1.0,0_edge_token;2-3,2.4264142513275146,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0285_s01,childes,920000285,285,11,160,578,625,isolation,no_special,False,15,1,False,15,5,5.0,5,5.0,4-7,3.2066785934148356e-05,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0292_s07,childes,920000292,292,11,160,646,702,isolation,no_special,False,17,4,False,17,4,6.5,4,6.5,4-7;8-15;4-7;4-7,8.027658462524414,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0294_s05,childes,920000294,294,12,160,702,777,isolation,no_special,False,17,3,False,17,3,4.666666666666667,3,4.666666666666667,2-3;4-7;4-7,2.786290407180786,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0298_s03,childes,920000298,298,9,160,419,469,isolation,no_special,False,13,3,False,13,1,4.0,1,4.0,1;4-7;4-7,11.840258598327637,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0299_s06,childes,920000299,299,13,160,738,808,isolation,no_special,False,17,1,False,17,1,1.0,1,1.0,1,7.884964942932129,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0312_s07,childes,920000312,312,8,160,543,579,isolation,no_special,False,11,1,False,11,5,5.0,5,5.0,4-7,0.9123260974884033,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0316_s01,childes,920000316,316,17,160,234,314,isolation,no_special,False,20,2,False,20,2,5.0,2,5.0,2-3;8-15,4.3835530281066895,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0343_s04,childes,920000343,343,8,160,363,400,isolation,no_special,False,12,1,False,12,0,0.0,0,0.0,0_edge_token,0.0005443998379632831,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0344_s00,childes,920000344,344,8,160,38,74,isolation,no_special,False,12,2,False,12,0,2.0,0,2.0,0_edge_token;4-7,2.0892560482025146,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0345_s09,childes,920000345,345,8,160,758,794,isolation,no_special,False,11,1,False,11,4,4.0,4,4.0,4-7,0.7474863529205322,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0347_s01,childes,920000347,347,11,160,99,146,isolation,no_special,False,15,5,False,15,1,4.4,1,4.4,1;2-3;4-7;4-7;4-7,7.9383225440979,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0349_s00,childes,920000349,349,9,160,110,151,isolation,no_special,False,13,6,False,13,1,3.0,1,3.0,2-3;2-3;4-7;4-7;2-3;1,1.053980827331543,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0350_s06,childes,920000350,350,10,160,703,755,isolation,no_special,False,15,1,False,15,0,0.0,0,0.0,0_edge_token,0.05245255306363106,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0353_s03,childes,920000353,353,8,160,523,558,isolation,no_special,False,11,1,False,11,3,3.0,3,3.0,2-3,1.1577084064483643,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0356_s02,childes,920000356,356,11,160,392,447,isolation,no_special,False,17,4,False,17,1,3.25,1,3.25,2-3;4-7;2-3;1,1.3704670667648315,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0360_s02,childes,920000360,360,21,160,419,516,isolation,no_special,False,29,7,False,29,2,7.142857142857143,2,7.142857142857143,2-3;4-7;4-7;8-15;8-15;8-15;4-7,2.793931245803833,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0367_s02,childes,920000367,367,18,160,266,369,isolation,no_special,False,24,1,False,24,10,10.0,10,10.0,8-15,0.00017653337272349745,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0372_s03,childes,920000372,372,12,160,865,926,isolation,no_special,False,16,2,False,16,1,3.5,1,3.5,4-7;1,1.6975436210632324,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0395_s05,childes,920000395,395,9,160,468,513,isolation,no_special,False,13,3,False,13,0,2.3333333333333335,0,2.3333333333333335,0_edge_token;2-3;4-7,1.0473008155822754,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0398_s02,childes,920000398,398,10,160,269,320,isolation,no_special,False,13,2,False,13,1,2.0,1,2.0,2-3;1,3.6020419597625732,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0405_s02,childes,920000405,405,22,160,338,460,isolation,no_special,False,28,4,False,28,2,5.75,2,5.75,2-3;2-3;4-7;8-15,1.6157714128494263,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0407_s04,childes,920000407,407,10,160,647,697,isolation,no_special,False,13,1,False,13,0,0.0,0,0.0,0_edge_token,0.05724875628948212,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0414_s06,childes,920000414,414,10,160,632,703,isolation,no_special,False,20,2,False,20,4,6.0,4,6.0,4-7;8-15,1.956512212753296,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0415_s02,childes,920000415,415,16,160,328,401,isolation,no_special,False,20,4,False,20,1,3.5,1,3.5,1;2-3;4-7;4-7,0.3425613045692444,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0421_s00,childes,920000421,421,8,160,0,37,isolation,no_special,False,12,1,False,12,0,0.0,0,0.0,0_edge_token,14.809240341186523,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0435_s00,childes,920000435,435,11,160,20,91,isolation,no_special,False,24,7,False,24,1,6.428571428571429,1,6.428571428571429,4-7;8-15;8-15;8-15;4-7;2-3;1,5.6707353591918945,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0436_s08,childes,920000436,436,26,160,729,864,isolation,no_special,False,32,8,False,32,0,5.375,0,5.375,2-3;4-7;4-7;8-15;8-15;4-7;2-3;0_edge_token,4.149743556976318,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0451_s00,childes,920000451,451,16,160,15,103,isolation,no_special,False,23,4,False,23,1,5.5,1,5.5,8-15;4-7;2-3;1,3.872065544128418,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0456_s01,childes,920000456,456,18,160,71,170,isolation,no_special,False,28,4,False,28,4,7.75,4,7.75,8-15;8-15;4-7;4-7,0.8306489586830139,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0465_s02,childes,920000465,465,16,160,226,303,isolation,no_special,False,22,4,False,22,1,5.25,1,5.25,4-7;8-15;4-7;1,2.949397087097168,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0467_s05,childes,920000467,467,18,160,649,736,isolation,no_special,False,24,5,False,24,1,5.4,1,5.4,2-3;8-15;8-15;4-7;1,0.09454476088285446,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0481_s04,childes,920000481,481,22,160,598,714,isolation,no_special,False,29,6,False,29,2,8.666666666666666,2,8.666666666666666,8-15;8-15;8-15;8-15;8-15;2-3,1.9678772687911987,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0489_s05,childes,920000489,489,9,160,789,834,isolation,no_special,False,13,6,False,13,0,2.5,0,2.5,2-3;2-3;4-7;4-7;1;0_edge_token,3.3654441833496094,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0496_s04,childes,920000496,496,9,160,563,605,isolation,no_special,False,12,2,False,12,2,2.0,2,2.0,2-3;2-3,1.145314335823059,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0506_s03,childes,920000506,506,16,160,249,339,isolation,no_special,False,26,3,False,26,3,5.666666666666667,3,5.666666666666667,2-3;4-7;8-15,0.43060293793678284,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0522_s01,childes,920000522,522,8,160,95,132,isolation,no_special,False,11,2,False,11,2,3.5,2,3.5,4-7;2-3,1.1131011247634888,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0531_s01,childes,920000531,531,10,160,152,202,isolation,no_special,False,13,4,False,13,0,2.0,0,2.0,2-3;2-3;2-3;0_edge_token,2.9420087337493896,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0542_s01,childes,920000542,542,11,160,101,163,isolation,no_special,False,24,5,False,24,0,5.0,0,5.0,1;8-15;8-15;2-3;0_edge_token,6.829325199127197,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0551_s03,childes,920000551,551,9,160,508,555,isolation,no_special,False,18,1,False,18,0,0.0,0,0.0,0_edge_token,1.2906397581100464,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0554_s01,childes,920000554,554,14,160,226,295,isolation,no_special,False,21,6,False,21,0,5.166666666666667,0,5.166666666666667,0_edge_token;4-7;4-7;8-15;4-7;4-7,4.223899841308594,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0561_s05,childes,920000561,561,11,160,523,589,isolation,no_special,False,23,1,False,23,5,5.0,5,5.0,4-7,0.0007909983396530151,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0563_s03,childes,920000563,563,8,160,233,269,isolation,no_special,False,16,1,False,16,0,0.0,0,0.0,0_edge_token,1.3882949352264404,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0576_s04,childes,920000576,576,12,160,556,613,isolation,no_special,False,20,1,False,20,1,1.0,1,1.0,1,4.345500946044922,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0582_s00,childes,920000582,582,8,160,146,188,isolation,no_special,False,18,3,False,18,1,4.333333333333333,1,4.333333333333333,4-7;8-15;1,4.724913597106934,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0596_s03,childes,920000596,596,10,160,315,369,isolation,no_special,False,21,5,False,21,0,3.8,0,3.8,0_edge_token;1;2-3;4-7;8-15,4.716402053833008,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0608_s01,childes,920000608,608,14,160,301,363,isolation,no_special,False,21,3,False,21,4,5.666666666666667,4,5.666666666666667,4-7;8-15;4-7,6.320878505706787,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0609_s02,childes,920000609,609,11,160,353,405,isolation,no_special,False,19,5,False,19,0,5.4,0,5.4,0_edge_token;4-7;4-7;8-15;4-7,5.150783538818359,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
r0617_s02,childes,920000617,617,12,160,461,532,isolation,no_special,False,22,2,False,22,6,7.5,6,7.5,8-15;4-7,2.808720588684082,coherent_special_98097_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/coherent_unsplit_special/seed98097/alpha_0.75,"exact coherent suffix trained through research trainer with special tokens, seed98097 alpha0.75"
