set,pair_id,source,example_id,present,original_words,rewrite_words,pair_words,replacement_count_dose21,replacement_count_dose25
dose25_superset,dose56_rw2s0_009906,gutenberg,33934,False,24,23,47,0,0
dose25_superset,dose56_rw2s0_028875,gutenberg,28519,True,20,20,40,1,1
dose25_superset,dose56_rw_031808,childes,11981,True,36,33,69,0,1
dose25_superset,dose56_rw2s1_026425,gutenberg,33307,True,18,18,36,2,2
dose25_superset,dose56_rw2s0_013745,gutenberg,22933,True,23,22,45,2,3
dose25_superset,dose56_rw2s0_031111,gutenberg,35493,True,52,42,94,0,1
dose25_superset,dose56_rw2s1_030311,gutenberg,32013,False,41,32,73,0,0
dose25_superset,dose56_rw2s0_006596,open_subtitles,49076,True,18,18,36,0,0
dose25_superset,dose56_rw2s1_020830,gutenberg,36978,True,19,19,38,0,0
dose25_superset,dose56_rw2s0_011692,gutenberg,27337,True,20,18,38,1,1
dose25_superset,dose56_rw2s1_001840,bnc_spoken,2901,True,24,23,47,2,2
dose25_superset,dose56_rw_031288,open_subtitles,52295,True,14,9,23,2,3
dose25_superset,dose56_rw2s1_010677,gutenberg,38066,True,22,24,46,0,0
dose25_superset,dose56_rw_042105,childes,12546,False,18,18,36,0,0
dose25_superset,dose56_rw_016790,gutenberg,37484,False,25,27,52,0,0
dose25_superset,dose56_rw2s0_028762,childes,14224,True,22,17,39,2,4
dose25_superset,dose56_rw_041789,childes,18531,True,13,15,28,0,3
dose25_superset,dose56_rw_044570,childes,21618,True,12,12,24,2,3
dose25_superset,dose56_rw2s1_027167,bnc_spoken,3396,True,19,20,39,2,3
dose25_superset,dose56_rw_034532,childes,6824,True,18,18,36,1,1
dose25_superset,dose56_rw2s1_017971,gutenberg,25257,False,40,48,88,0,0
dose25_superset,dose56_rw2s1_032676,bnc_spoken,3949,True,27,23,50,0,1
dose25_superset,dose56_rw2s0_006444,gutenberg,24032,False,21,20,41,0,0
dose25_superset,dose56_rw2s1_027723,gutenberg,25779,True,25,30,55,0,2
dose25_superset,dose56_rw2s1_003013,gutenberg,28194,True,18,16,34,1,4
dose25_superset,dose56_rw2s1_002222,simple_wiki,59559,False,20,23,43,0,0
dose25_superset,dose56_rw_038623,childes,15270,True,13,14,27,1,2
dose25_superset,dose56_rw2s0_019584,gutenberg,26492,True,33,32,65,1,1
dose25_superset,dose56_rw2s1_010961,open_subtitles,50585,True,20,20,40,0,1
dose25_superset,dose56_rw2s0_012352,gutenberg,38339,True,18,16,34,1,1
dose25_superset,dose56_rw_042603,childes,12638,False,12,15,27,0,0
dose25_superset,dose56_rw2s0_029033,gutenberg,34172,False,26,26,52,0,0
dose25_superset,dose56_rw2s1_022970,gutenberg,37602,True,47,48,95,2,2
dose25_superset,dose56_rw_044685,childes,8809,True,12,14,26,1,1
dose25_superset,dose56_rw2s1_010943,simple_wiki,60191,True,29,27,56,0,2
dose25_superset,dose56_rw2s1_018131,gutenberg,27127,False,25,27,52,0,0
dose25_superset,dose56_rw2s0_005503,simple_wiki,55400,True,20,24,44,2,4
dose25_superset,dose56_rw2s0_016891,gutenberg,32952,False,23,27,50,0,0
dose25_superset,dose56_rw_037846,childes,21238,True,15,16,31,0,1
dose25_superset,dose56_rw2s0_032224,gutenberg,30597,True,18,22,40,0,0
dose25_superset,dose56_rw_017364,childes,8928,True,16,16,32,0,1
dose25_superset,dose56_rw2s0_004008,simple_wiki,59602,True,21,25,46,1,2
dose25_superset,dose56_rw2s1_005982,childes,16573,True,18,16,34,1,2
dose25_superset,dose56_rw2s0_004847,bnc_spoken,2624,True,18,20,38,0,0
dose25_superset,dose56_rw2s1_003341,gutenberg,28617,False,26,25,51,0,0
dose25_superset,dose56_rw2s1_028507,gutenberg,29401,True,41,39,80,1,3
dose25_superset,dose56_rw2s1_006817,open_subtitles,44823,True,27,33,60,1,2
dose25_superset,dose56_rw2s1_023378,childes,12033,False,24,16,40,0,0
dose25_superset,dose56_rw2s0_011235,open_subtitles,52247,True,29,23,52,1,2
dose25_superset,dose56_rw2s1_009977,gutenberg,37186,True,34,37,71,0,0
dose25_superset,dose56_rw2s0_016863,simple_wiki,57428,True,20,19,39,0,1
dose25_superset,dose56_rw2s0_028498,simple_wiki,55298,True,24,22,46,0,1
dose25_superset,dose56_rw_029580,simple_wiki,59508,False,41,41,82,0,0
dose25_superset,dose56_rw2s0_015996,bnc_spoken,1010,True,30,27,57,1,3
dose25_superset,dose56_rw2s1_020789,bnc_spoken,539,True,19,22,41,4,4
dose25_superset,dose56_rw2s0_021473,simple_wiki,53733,True,18,21,39,0,0
dose25_superset,dose56_rw2s1_001439,simple_wiki,53813,False,18,21,39,0,0
dose25_superset,dose56_rw2s0_000996,gutenberg,24798,True,48,41,89,0,2
dose25_superset,dose56_rw2s0_023303,gutenberg,25456,True,26,21,47,0,0
dose25_superset,dose56_rw2s0_002905,simple_wiki,61633,False,19,18,37,0,0
dose25_superset,dose56_rw2s0_021352,gutenberg,29625,True,31,28,59,0,0
dose25_superset,dose56_rw_043061,open_subtitles,47766,True,13,16,29,1,1
dose25_superset,dose56_rw2s0_026212,childes,9374,True,24,27,51,0,1
dose25_superset,dose56_rw2s0_002939,simple_wiki,58137,True,20,20,40,1,1
dose25_superset,dose56_rw_023721,bnc_spoken,4220,True,22,20,42,1,3
dose25_superset,dose56_rw2s1_023035,childes,12012,True,20,21,41,0,0
dose25_superset,dose56_rw2s1_007548,gutenberg,28694,True,36,37,73,0,1
dose25_superset,dose56_rw_042902,childes,14202,True,14,14,28,2,2
dose25_superset,dose56_rw2s1_001732,simple_wiki,61238,False,20,23,43,0,0
dose25_superset,dose56_rw_006298,gutenberg,38175,True,12,12,24,0,0
dose25_superset,dose56_rw2s1_030534,simple_wiki,57854,True,19,19,38,0,0
dose25_superset,dose56_rw2s0_005871,open_subtitles,45955,True,33,40,73,0,0
dose25_superset,dose56_rw_014133,childes,13189,True,12,12,24,1,1
dose25_superset,dose56_rw2s0_021178,gutenberg,30583,True,35,29,64,0,1
dose25_superset,dose56_rw2s1_012202,childes,8297,True,18,17,35,0,1
dose25_superset,dose56_rw2s0_005795,childes,17255,True,23,19,42,0,2
dose25_superset,dose56_rw2s1_017475,simple_wiki,58373,True,24,24,48,0,2
dose25_superset,dose56_rw2s0_029700,gutenberg,36348,True,32,38,70,0,0
dose25_superset,dose56_rw2s1_023368,gutenberg,34200,True,19,21,40,0,1
dose25_superset,dose56_rw2s1_000243,simple_wiki,55512,True,20,21,41,0,1
dose25_superset,dose56_rw2s0_028767,bnc_spoken,2256,True,44,29,73,0,1
dose25_superset,dose56_rw2s0_002732,gutenberg,35768,False,24,31,55,0,0
dose25_superset,dose56_rw_008563,childes,7082,True,14,16,30,1,1
dose25_superset,dose56_rw_040159,childes,20061,True,12,13,25,1,1
dose25_superset,dose56_rw_015754,gutenberg,28211,True,30,26,56,1,2
dose25_superset,dose56_rw_000737,bnc_spoken,2690,True,12,12,24,0,0
dose25_superset,dose56_rw_036171,childes,5276,True,12,10,22,0,0
dose25_superset,dose56_rw2s1_025464,gutenberg,34326,False,40,41,81,0,0
dose25_superset,dose56_rw2s1_011372,open_subtitles,42270,True,21,18,39,1,2
dose25_superset,dose56_rw2s0_024605,gutenberg,36640,True,19,17,36,1,1
dose25_superset,dose56_rw2s0_003956,gutenberg,26320,True,22,25,47,0,1
dose25_superset,dose56_rw_001793,childes,9326,True,12,15,27,3,3
dose25_superset,dose56_rw_040203,open_subtitles,50672,True,16,16,32,0,0
dose25_superset,dose56_rw2s0_008649,simple_wiki,53980,True,24,23,47,0,1
dose25_superset,dose56_rw2s0_029412,open_subtitles,46397,True,26,20,46,0,0
dose25_superset,dose56_rw_005141,childes,16143,True,15,15,30,0,0
dose25_superset,dose56_rw2s0_022474,childes,9189,True,19,15,34,1,1
dose25_superset,dose56_rw2s1_002433,gutenberg,31618,True,22,21,43,1,3
dose25_superset,dose56_rw_017492,childes,10423,True,12,12,24,0,0
dose25_superset,dose56_rw2s1_022760,gutenberg,24932,False,30,25,55,0,0
dose25_superset,dose56_rw2s1_030789,gutenberg,28975,False,20,22,42,0,0
dose25_superset,dose56_rw2s1_022559,gutenberg,24758,True,21,21,42,0,0
dose25_superset,dose56_rw2s0_004521,bnc_spoken,1490,True,21,21,42,0,1
dose25_superset,dose56_rw2s0_028903,gutenberg,30832,True,21,18,39,0,0
dose25_superset,dose56_rw2s0_029730,gutenberg,25669,True,18,23,41,1,1
dose25_superset,dose56_rw_005969,gutenberg,24208,False,20,24,44,0,0
dose25_superset,dose56_rw_044427,childes,16404,True,13,12,25,0,0
dose25_superset,dose56_rw_036401,childes,15690,True,22,25,47,0,0
dose25_superset,dose56_rw2s0_001258,simple_wiki,54649,False,20,19,39,0,0
dose25_superset,dose56_rw2s1_000554,gutenberg,34188,True,23,17,40,0,1
dose25_superset,dose56_rw2s0_002849,open_subtitles,51286,True,20,23,43,0,0
dose25_superset,dose56_rw_038702,childes,9587,True,12,12,24,1,1
dose25_superset,dose56_rw2s1_000725,childes,11124,True,25,25,50,0,2
dose25_superset,dose56_rw2s1_025318,simple_wiki,54258,True,18,20,38,1,1
dose25_superset,dose56_rw2s0_007117,bnc_spoken,1695,False,46,35,81,0,0
dose25_superset,dose56_rw2s1_001881,simple_wiki,58239,False,18,16,34,0,0
dose25_superset,dose56_rw_042336,open_subtitles,39148,True,12,13,25,1,2
dose25_superset,dose56_rw2s0_023016,gutenberg,32458,True,27,18,45,0,1
dose25_superset,dose56_rw2s0_024295,gutenberg,23972,True,38,28,66,0,1
dose25_superset,dose56_rw2s1_031946,bnc_spoken,4614,True,18,15,33,0,0
dose25_superset,dose56_rw_035885,childes,13912,True,20,21,41,0,0
dose25_superset,dose56_rw_027914,open_subtitles,43936,True,18,19,37,0,1
dose25_superset,dose56_rw_011987,open_subtitles,51425,True,13,14,27,0,1
dose25_superset,dose56_rw2s0_019165,gutenberg,37800,True,19,19,38,0,3
dose25_superset,dose56_rw2s1_001974,gutenberg,31613,True,19,19,38,1,2
dose25_superset,dose56_rw2s1_017378,gutenberg,27637,True,39,26,65,0,0
dose25_superset,dose56_rw2s0_029214,gutenberg,33972,False,30,26,56,0,0
dose25_superset,dose56_rw2s0_002667,switchboard,62434,True,33,34,67,1,2
dose25_superset,dose56_rw_002787,childes,5999,True,12,16,28,0,0
dose25_superset,dose56_rw2s0_010076,gutenberg,25109,True,25,27,52,3,4
dose25_superset,dose56_rw2s1_014336,bnc_spoken,1373,True,27,27,54,0,0
dose25_superset,dose56_rw2s0_005342,gutenberg,27468,True,37,32,69,1,2
dose25_superset,dose56_rw2s0_017781,childes,10426,True,22,22,44,0,0
dose25_superset,dose56_rw2s0_014810,gutenberg,32265,True,30,27,57,1,1
dose25_superset,dose56_rw_037039,childes,11512,True,12,13,25,2,3
dose25_superset,dose56_rw2s1_015752,simple_wiki,58731,True,21,26,47,2,3
dose25_superset,dose56_rw2s1_024119,simple_wiki,57233,True,27,25,52,1,1
dose25_superset,dose56_rw2s1_000815,gutenberg,33477,True,33,32,65,1,2
dose25_superset,dose56_rw2s1_003089,bnc_spoken,2547,True,19,18,37,0,1
dose25_superset,dose56_rw2s1_030513,bnc_spoken,1747,True,33,34,67,2,2
dose25_superset,dose56_rw2s1_002070,open_subtitles,46614,True,18,13,31,0,3
dose25_superset,dose56_rw2s1_000265,gutenberg,25421,True,22,19,41,0,0
dose25_superset,dose56_rw2s0_029083,gutenberg,24502,False,22,24,46,0,0
dose25_superset,dose56_rw2s0_001464,simple_wiki,53059,True,20,22,42,2,2
dose25_superset,dose56_rw2s0_027544,gutenberg,33140,False,44,41,85,0,0
dose25_superset,dose56_rw2s1_028674,open_subtitles,49264,True,21,18,39,0,2
dose25_superset,dose56_rw2s1_015700,gutenberg,37450,False,38,33,71,0,0
dose25_superset,dose56_rw_042091,childes,20005,True,13,15,28,0,3
dose25_superset,dose56_rw2s1_024505,gutenberg,28563,False,27,29,56,0,0
dose25_superset,dose56_rw2s1_019094,gutenberg,25905,False,30,31,61,0,0
dose25_superset,dose56_rw2s0_023642,bnc_spoken,3299,True,37,32,69,1,1
dose25_superset,dose56_rw2s1_025809,childes,17534,True,34,34,68,0,1
dose25_superset,dose56_rw2s0_031421,bnc_spoken,1942,True,27,28,55,0,0
dose25_superset,dose56_rw2s0_010074,bnc_spoken,4371,True,47,32,79,2,3
dose25_superset,dose56_rw_031863,childes,16961,True,12,12,24,0,0
dose25_superset,dose56_rw2s1_005524,gutenberg,36799,True,27,27,54,0,0
dose25_superset,dose56_rw2s0_009549,open_subtitles,39354,True,23,19,42,0,0
dose25_superset,dose56_rw2s1_021696,gutenberg,38411,False,34,31,65,0,0
dose25_superset,dose56_rw2s0_009118,simple_wiki,54782,False,30,28,58,0,0
dose25_superset,dose56_rw2s1_013566,gutenberg,32514,True,23,19,42,2,3
dose25_superset,dose56_rw2s0_005419,gutenberg,27058,True,30,26,56,2,3
dose25_superset,dose56_rw2s1_021805,simple_wiki,61267,True,20,20,40,0,1
dose25_superset,dose56_rw_040652,childes,13654,True,12,13,25,2,3
dose25_superset,dose56_rw_037248,open_subtitles,43458,True,12,14,26,2,2
dose25_superset,dose56_rw2s0_002130,bnc_spoken,1725,False,24,25,49,0,0
dose25_superset,dose56_rw_025142,childes,21496,True,12,11,23,1,2
dose25_superset,dose56_rw_007708,childes,16600,False,14,11,25,0,0
dose25_superset,dose56_rw2s1_004055,simple_wiki,56985,True,23,31,54,0,0
dose25_superset,dose56_rw2s1_010675,simple_wiki,60266,True,20,22,42,1,1
dose25_superset,dose56_rw2s1_031926,childes,18682,True,22,24,46,1,2
dose25_superset,dose56_rw2s1_008836,gutenberg,37591,False,28,23,51,0,0
dose25_superset,dose56_rw2s0_029598,gutenberg,23359,True,32,29,61,0,0
dose25_superset,dose56_rw_032780,bnc_spoken,3696,True,29,21,50,0,0
dose25_superset,dose56_rw2s1_019858,simple_wiki,60506,False,22,20,42,0,0
dose25_superset,dose56_rw2s1_006840,gutenberg,33730,True,26,24,50,2,2
dose25_superset,dose56_rw_033574,open_subtitles,47758,False,16,16,32,0,0
dose25_superset,dose56_rw_034130,childes,9498,True,18,20,38,0,0
dose25_superset,dose56_rw_004174,childes,10246,True,12,11,23,1,2
dose25_superset,dose56_rw2s0_029677,bnc_spoken,2664,True,42,38,80,0,1
dose25_superset,dose56_rw2s0_005986,gutenberg,22749,True,34,33,67,1,2
dose25_superset,dose56_rw_015465,simple_wiki,61760,True,12,15,27,0,0
dose25_superset,dose56_rw2s1_020298,gutenberg,31732,True,21,18,39,1,2
dose25_superset,dose56_rw2s0_028460,simple_wiki,58779,True,19,23,42,0,2
dose25_superset,dose56_rw_044151,childes,7068,True,13,12,25,2,2
dose25_superset,dose56_rw2s1_017703,gutenberg,37041,True,26,26,52,0,1
dose25_superset,dose56_rw2s0_003359,gutenberg,36973,False,18,20,38,0,0
dose25_superset,dose56_rw2s0_016453,simple_wiki,52943,False,29,31,60,0,0
dose25_superset,dose56_rw2s0_024540,simple_wiki,61755,True,22,21,43,0,0
dose25_superset,dose56_rw2s1_012487,gutenberg,35957,True,22,21,43,2,3
dose25_superset,dose56_rw_030877,childes,12094,True,12,11,23,1,1
dose25_superset,dose56_rw2s1_022944,bnc_spoken,2823,True,25,24,49,1,2
dose25_superset,dose56_rw2s0_032664,simple_wiki,52992,False,35,36,71,0,0
dose25_superset,dose56_rw_015521,open_subtitles,47448,True,19,17,36,0,1
dose25_superset,dose56_rw_032957,childes,17800,False,13,16,29,0,0
dose25_superset,dose56_rw_044625,childes,14257,True,28,29,57,0,0
dose25_superset,dose56_rw2s0_015567,bnc_spoken,3195,True,28,24,52,1,1
dose25_superset,dose56_rw2s1_030324,gutenberg,37252,True,37,39,76,1,3
dose25_superset,dose56_rw_006033,childes,9335,True,26,30,56,1,3
dose25_superset,dose56_rw2s1_020896,gutenberg,26535,True,32,35,67,0,0
dose25_superset,dose56_rw2s0_006660,simple_wiki,60282,True,26,22,48,1,1
dose25_superset,dose56_rw2s0_032202,bnc_spoken,4260,True,53,52,105,0,1
dose25_superset,dose56_rw_032987,childes,5488,True,12,14,26,0,0
dose25_superset,dose56_rw_033149,childes,13604,True,13,15,28,1,1
dose25_superset,dose56_rw2s1_026223,simple_wiki,56951,False,20,27,47,0,0
dose25_superset,dose56_rw_011009,childes,21822,True,14,14,28,1,2
dose25_superset,dose56_rw_037746,childes,7877,True,12,13,25,0,2
dose25_superset,dose56_rw2s1_017162,bnc_spoken,1054,False,21,20,41,0,0
dose25_superset,dose56_rw2s1_014193,open_subtitles,52747,True,22,22,44,1,2
dose25_superset,dose56_rw_014247,open_subtitles,50639,True,12,17,29,2,4
dose25_superset,dose56_rw2s1_021948,simple_wiki,55635,True,19,21,40,1,1
dose25_superset,dose56_rw_001294,gutenberg,33089,True,19,16,35,1,2
dose25_superset,dose56_rw2s0_000411,childes,12276,True,20,22,42,0,0
dose25_superset,dose56_rw2s0_010094,gutenberg,37255,True,20,18,38,2,2
dose25_superset,dose56_rw2s1_021241,gutenberg,29478,True,22,22,44,0,0
dose25_superset,dose56_rw2s0_008792,gutenberg,27180,False,29,30,59,0,0
dose25_superset,dose56_rw2s1_025120,simple_wiki,58441,False,33,32,65,0,0
dose25_superset,dose56_rw_002459,childes,13495,True,18,19,37,0,0
dose25_superset,dose56_rw2s1_013826,gutenberg,29072,False,33,31,64,0,0
dose25_superset,dose56_rw2s1_024187,bnc_spoken,3266,True,20,21,41,0,1
dose25_superset,dose56_rw2s1_026437,bnc_spoken,206,False,22,18,40,0,0
dose25_superset,dose56_rw2s0_003768,bnc_spoken,4301,True,36,29,65,1,2
dose25_superset,dose56_rw2s0_019996,open_subtitles,46191,True,22,22,44,1,1
dose25_superset,dose56_rw2s1_014959,open_subtitles,42997,False,25,25,50,0,0
dose25_superset,dose56_rw2s0_002345,simple_wiki,56439,True,42,28,70,1,1
dose25_superset,dose56_rw2s1_008887,bnc_spoken,1283,False,35,35,70,0,0
dose25_superset,dose56_rw2s0_021058,open_subtitles,40364,True,22,21,43,1,1
dose25_superset,dose56_rw2s0_007246,bnc_spoken,2105,True,21,21,42,0,2
dose25_superset,dose56_rw2s1_016873,childes,19085,True,19,16,35,0,0
dose25_superset,dose56_rw2s0_007308,simple_wiki,61064,True,25,26,51,0,0
dose25_superset,dose56_rw2s0_031673,gutenberg,27161,True,34,26,60,1,2
dose25_superset,dose56_rw2s0_012094,gutenberg,25723,True,20,23,43,0,0
dose25_superset,dose56_rw2s0_024978,gutenberg,37686,True,22,17,39,0,0
dose25_superset,dose56_rw2s1_009262,bnc_spoken,536,True,31,20,51,0,0
dose25_superset,dose56_rw2s0_021947,simple_wiki,54664,False,24,23,47,0,0
dose25_superset,dose56_rw2s0_029094,gutenberg,29209,True,35,33,68,0,1
dose25_superset,dose56_rw_021628,childes,21666,True,21,21,42,1,1
dose25_superset,dose56_rw2s0_012530,gutenberg,24368,True,20,22,42,4,4
dose25_superset,dose56_rw2s0_016418,gutenberg,27453,True,21,21,42,3,3
dose25_superset,dose56_rw_003847,simple_wiki,54682,True,26,27,53,2,4
dose25_superset,dose56_rw_036587,childes,12341,True,32,34,66,2,3
dose25_superset,dose56_rw_029196,simple_wiki,56118,False,23,21,44,0,0
dose25_superset,dose56_rw2s1_016758,gutenberg,37663,True,28,36,64,0,0
dose25_superset,dose56_rw2s1_011295,gutenberg,33149,True,42,33,75,1,2
dose25_superset,dose56_rw2s1_004221,simple_wiki,58920,False,28,27,55,0,0
dose25_superset,dose56_rw2s0_019816,simple_wiki,57068,True,19,19,38,2,3
dose25_superset,dose56_rw2s1_013040,bnc_spoken,4288,True,18,20,38,0,1
dose25_superset,dose56_rw_041248,open_subtitles,49261,True,17,12,29,1,1
dose25_superset,dose56_rw_035515,childes,14467,True,12,10,22,2,2
dose25_superset,dose56_rw2s1_021852,gutenberg,25044,False,18,19,37,0,0
dose25_superset,dose56_rw_026617,gutenberg,25123,False,20,19,39,0,0
dose25_superset,dose56_rw_017476,childes,15418,True,14,16,30,0,1
dose25_superset,dose56_rw2s0_021169,gutenberg,28817,True,27,22,49,0,0
dose25_superset,dose56_rw_027213,simple_wiki,59173,True,36,38,74,0,2
dose25_superset,dose56_rw_041949,open_subtitles,39773,True,14,16,30,0,0
dose25_superset,dose56_rw_043255,childes,21168,True,16,14,30,1,2
dose25_superset,dose56_rw2s0_015188,bnc_spoken,4096,True,34,32,66,1,1
dose25_superset,dose56_rw2s1_000797,gutenberg,30963,True,25,24,49,1,1
dose25_superset,dose56_rw2s1_017755,gutenberg,27924,True,30,29,59,1,1
dose25_superset,dose56_rw2s0_003909,bnc_spoken,1466,True,49,46,95,1,1
dose25_superset,dose56_rw_028769,open_subtitles,46343,True,23,27,50,1,1
dose25_superset,dose56_rw_011801,childes,7498,True,13,15,28,3,4
dose25_superset,dose56_rw2s1_013889,bnc_spoken,4314,True,31,35,66,2,2
dose25_superset,dose56_rw_031086,childes,19082,True,13,14,27,0,1
dose25_superset,dose56_rw_019955,childes,8261,True,12,13,25,0,0
dose25_superset,dose56_rw2s1_023797,gutenberg,37029,True,18,19,37,0,0
dose25_superset,dose56_rw2s1_020180,gutenberg,27259,True,32,29,61,2,4
dose25_superset,dose56_rw_044944,childes,6254,True,13,10,23,1,1
dose25_superset,dose56_rw2s0_026961,gutenberg,29405,False,19,18,37,0,0
dose25_superset,dose56_rw2s1_002030,gutenberg,37368,True,32,35,67,0,0
dose25_superset,dose56_rw_044374,childes,18113,True,13,15,28,0,0
dose25_superset,dose56_rw2s1_003802,bnc_spoken,1878,True,24,24,48,2,2
dose25_superset,dose56_rw2s0_007623,gutenberg,23758,True,28,18,46,0,0
dose25_superset,dose56_rw2s0_016118,gutenberg,28008,True,26,27,53,2,2
dose25_superset,dose56_rw_005815,gutenberg,30994,False,22,22,44,0,0
dose25_superset,dose56_rw2s0_013012,gutenberg,31862,True,37,37,74,1,2
dose25_superset,dose56_rw2s1_005495,childes,16781,True,24,26,50,0,2
dose25_superset,dose56_rw_014139,gutenberg,35588,True,12,15,27,1,1
dose25_superset,dose56_rw2s0_007161,gutenberg,29084,False,32,28,60,0,0
dose25_superset,dose56_rw2s1_007357,gutenberg,30902,True,33,41,74,1,1
dose25_superset,dose56_rw2s0_017333,gutenberg,24378,False,40,39,79,0,0
dose25_superset,dose56_rw2s0_007803,gutenberg,29337,True,25,21,46,0,0
dose25_superset,dose56_rw2s0_017396,gutenberg,26933,True,25,23,48,2,3
dose25_superset,dose56_rw_024448,childes,20457,True,12,11,23,0,0
dose25_superset,dose56_rw2s0_011433,gutenberg,34374,True,22,19,41,0,0
dose25_superset,dose56_rw_019499,gutenberg,28382,True,18,22,40,1,2
dose25_superset,dose56_rw2s0_003374,gutenberg,35454,True,32,30,62,0,1
dose25_superset,dose56_rw2s0_026655,open_subtitles,51037,False,23,19,42,0,0
dose25_superset,dose56_rw_010465,childes,22188,True,12,17,29,0,0
dose25_superset,dose56_rw2s0_013025,simple_wiki,55715,True,22,23,45,0,1
dose25_superset,dose56_rw2s1_031566,simple_wiki,58826,True,26,30,56,0,1
dose25_superset,dose56_rw2s0_015934,simple_wiki,58443,True,26,25,51,0,0
dose25_superset,dose56_rw2s1_030664,gutenberg,34545,True,36,29,65,1,2
dose25_superset,dose56_rw2s0_000597,simple_wiki,60508,False,20,21,41,0,0
dose25_superset,dose56_rw2s1_025710,gutenberg,32906,True,20,18,38,0,0
dose25_superset,dose56_rw2s0_028394,open_subtitles,46344,True,19,20,39,0,0
dose25_superset,dose56_rw2s1_005546,gutenberg,30661,True,21,20,41,0,1
dose25_superset,dose56_rw2s1_016231,gutenberg,23118,False,19,20,39,0,0
dose25_superset,dose56_rw2s0_031249,gutenberg,34791,True,22,28,50,0,0
dose25_superset,dose56_rw2s0_005203,simple_wiki,58074,True,28,31,59,0,2
dose25_superset,dose56_rw2s1_010545,gutenberg,29675,False,33,29,62,0,0
dose25_superset,dose56_rw2s0_032127,bnc_spoken,3727,False,32,21,53,0,0
dose25_superset,dose56_rw_044867,childes,14320,True,16,13,29,1,1
dose25_superset,dose56_rw2s0_004643,gutenberg,34157,True,19,21,40,0,3
dose25_superset,dose56_rw_036903,open_subtitles,40698,True,25,24,49,2,3
dose25_superset,dose56_rw2s0_014731,gutenberg,26884,True,51,46,97,1,1
dose25_superset,dose56_rw2s0_005437,gutenberg,30876,False,25,22,47,0,0
dose25_superset,dose56_rw2s0_021112,gutenberg,26763,True,40,43,83,0,1
dose25_superset,dose56_rw_037814,childes,13402,True,12,14,26,0,1
dose25_superset,dose56_rw2s0_028534,gutenberg,26401,True,47,40,87,0,1
dose25_superset,dose56_rw2s0_001271,gutenberg,26980,True,33,33,66,0,2
dose25_superset,dose56_rw_040695,childes,16136,True,17,16,33,1,1
dose25_superset,dose56_rw2s1_020460,gutenberg,33482,True,53,52,105,2,3
dose25_superset,dose56_rw2s0_028653,bnc_spoken,2381,False,28,30,58,0,0
dose25_superset,dose56_rw2s0_018655,gutenberg,35938,True,41,44,85,0,0
dose25_superset,dose56_rw2s1_022783,simple_wiki,55511,True,19,18,37,1,1
dose25_superset,dose56_rw2s0_004516,bnc_spoken,2814,False,19,20,39,0,0
dose25_superset,dose56_rw2s1_008568,gutenberg,34489,False,32,33,65,0,0
dose25_superset,dose56_rw2s1_012730,open_subtitles,47954,True,19,19,38,2,2
dose25_superset,dose56_rw2s1_007338,gutenberg,32649,True,18,18,36,0,0
dose25_superset,dose56_rw_008484,childes,19906,True,14,16,30,0,0
dose25_superset,dose56_rw2s1_022351,childes,9853,True,19,19,38,0,1
dose25_superset,dose56_rw2s0_027784,childes,15703,True,19,17,36,1,2
dose25_superset,dose56_rw2s1_028040,gutenberg,33499,True,26,29,55,0,1
dose25_superset,dose56_rw2s0_004958,simple_wiki,53707,True,25,23,48,0,0
dose25_superset,dose56_rw2s0_029067,gutenberg,26858,False,48,46,94,0,0
dose25_superset,dose56_rw_041029,childes,7427,True,13,11,24,1,1
dose25_superset,dose56_rw2s0_017421,simple_wiki,57799,True,22,27,49,1,2
dose25_superset,dose56_rw_035525,childes,14193,True,12,10,22,0,1
dose25_superset,dose56_rw2s0_016442,gutenberg,23956,True,40,39,79,0,0
dose25_superset,dose56_rw2s1_004492,childes,14777,True,29,25,54,0,0
dose25_superset,dose56_rw2s1_005392,gutenberg,36786,True,33,33,66,1,1
dose25_superset,dose56_rw2s0_016399,simple_wiki,59794,True,21,18,39,0,0
dose25_superset,dose56_rw_007186,childes,21648,True,13,12,25,1,1
dose25_superset,dose56_rw2s0_004501,childes,8597,True,52,53,105,0,1
dose25_superset,dose56_rw2s0_016577,bnc_spoken,1823,True,37,35,72,1,2
dose25_superset,dose56_rw_043182,childes,19826,True,22,19,41,1,2
dose25_superset,dose56_rw2s1_023808,childes,18485,True,31,16,47,1,3
dose25_superset,dose56_rw2s0_001685,open_subtitles,47933,True,24,22,46,1,1
dose25_superset,dose56_rw2s1_005634,gutenberg,28211,True,25,24,49,1,2
dose25_superset,dose56_rw2s0_024577,gutenberg,37195,True,24,23,47,1,3
dose25_superset,dose56_rw_028756,childes,10572,True,20,19,39,0,0
dose25_superset,dose56_rw_018457,open_subtitles,52538,True,16,18,34,0,0
dose25_superset,dose56_rw2s1_027178,open_subtitles,50303,True,26,22,48,1,1
dose25_superset,dose56_rw_018299,gutenberg,34383,True,24,26,50,1,1
dose25_superset,dose56_rw_035241,childes,12173,False,17,15,32,0,0
dose25_superset,dose56_rw_009785,childes,12837,True,12,11,23,0,1
dose25_superset,dose56_rw2s1_017410,gutenberg,31246,True,23,21,44,1,1
dose25_superset,dose56_rw2s1_008928,open_subtitles,50028,True,31,32,63,0,0
dose25_superset,dose56_rw2s1_000866,simple_wiki,58007,True,20,18,38,3,3
